Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Downsview,43.7284964,-79.49569740000003,Pho Mi Nha Trang,43.722709,-79.498058,Vietnamese Restaurant
Downsview,43.7284964,-79.49569740000003,Wellcare Union Medical Pharmacy,43.722761751957314,-79.4928719413013,Pharmacy
Downsview,43.7284964,-79.49569740000003,Paramount Fine Foods,43.724437,-79.489407,Middle Eastern Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Darbar Persian Grill,43.735484,-79.420006,Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tutto Pronto,43.72823508097344,-79.41808634471838,Italian Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Bagel House,43.7283374321573,-79.4180892175865,Bagel Shop
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.732604,-79.419136,Coffee Shop
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.728673,-79.418513,Coffee Shop
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Dino's No Frills,43.730699,-79.418535,Grocery Store
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Shoppers Drug Mart,43.736276,-79.419705,Pharmacy
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,La Bamboche,43.72809138070416,-79.4180217257015,Bakery
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Il Fornaro,43.734073,-79.41987,Italian Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,TD Canada Trust,43.72734189109826,-79.41720441779098,Bank
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pizza Pizza,43.731952,-79.415019,Pizza Place
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Harvey's,43.730256015803946,-79.41858854355121,Restaurant
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Jolie Beauty Bar,43.732756828529695,-79.4195521679489,Cosmetics Shop
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Toy town,43.729135,-79.418499,Toy / Game Store
"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Videoflicks,43.72768510888065,-79.41776026478563,Video Store
"Humberlea, Emery",43.7247659,-79.53224240000002,Petro-Canada,43.720106,-79.537496,Gas Station
"Humberlea, Emery",43.7247659,-79.53224240000002,Strathburn Park,43.721765047523654,-79.53285448549357,Baseball Field
"Humberlea, Emery",43.7247659,-79.53224240000002,Becker's Milk,43.72070202875274,-79.5369926023078,Convenience Store
"Humberlea, Emery",43.7247659,-79.53224240000002,auctionmaxx,43.72710081596881,-79.52517301758158,Discount Store
"Humberlea, Emery",43.7247659,-79.53224240000002,Louise Russo Park,43.722425,-79.539387,Park
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Loblaws,43.768722,-79.412101,Grocery Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Starbucks,43.768353,-79.413046,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,The Captain's Boil,43.773255217045026,-79.41380541792645,Seafood Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Maryam Hotel,43.766961,-79.401199,Hotel
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Saryo,43.76697902009232,-79.41220491675689,Café
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Toronto Centre for the Arts,43.766228257307354,-79.41411495208739,Theater
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Booster Juice,43.76889,-79.4129899,Juice Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Dakgogi,43.773009998847236,-79.41387458796359,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aura,43.766012799364795,-79.41081286441447,Lounge
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Metro,43.77417110604527,-79.41343232989311,Supermarket
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Hakata Shoryuken Ramen,43.77351855289592,-79.41387203910281,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Owl of Minerva,43.773327812864714,-79.41391451544317,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Baton Rouge,43.76645494997892,-79.41222941305855,American Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aburi Room,43.769197,-79.414039,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Starbucks,43.768464,-79.414017,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Douglas Snow Aquatic Centre,43.767317139739454,-79.41498164406656,Pool
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Tim Hortons,43.77396737677903,-79.41361973403849,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,PetSmart,43.769139,-79.412522,Pet Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Dollarama,43.768722,-79.412101,Discount Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Subway,43.768507,-79.41398454232785,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,St. Louis Bar & Grill,43.77304026482439,-79.413770539975,Sports Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Mezza Notte Trattoria,43.772704,-79.413764,Italian Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,GoodLife Fitness North York Madison Centre,43.764836,-79.412709,Gym
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,L'opera Patisserie et Cafe,43.772767972277975,-79.41371702742671,Dessert Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,RBC Royal Bank,43.76602146815181,-79.41178248148627,Bank
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Kinton Ramen,43.76968375926793,-79.41304877291766,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Subway,43.76447721342689,-79.41217087119867,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Tim Hortons,43.7740759,-79.4134558,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Tim Hortons,43.7655556,-79.4122337,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,McDonald's,43.76538326092233,-79.41022708625557,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Shoppers Drug Mart,43.765829,-79.412338,Pharmacy
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Oh Geul Boh Geul 오글보글,43.77315120705706,-79.4139145399907,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Pizza Hut,43.764552371687415,-79.41165302122893,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Bar Burrito,43.76430982982982,-79.41174765782287,Mexican Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Trio Restaurant,43.769057691735014,-79.41437684224671,Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Mitchell Field Community Centre,43.774931174583685,-79.40788703629063,Community Center
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Royal Canadian Legion #66,43.76462848804523,-79.41117801741235,Social Club
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Mot Na Son 맛나손,43.774390412729005,-79.41427066714837,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,BubbleBubble,43.77536516019827,-79.41324474729761,Asian Restaurant
Downsview,43.7616313,-79.52099940000002,No Frills,43.758178,-79.51968,Grocery Store
Downsview,43.7616313,-79.52099940000002,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
Downsview,43.7616313,-79.52099940000002,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
Downsview,43.7616313,-79.52099940000002,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
Downsview,43.7616313,-79.52099940000002,KFC,43.7566,-79.5181,Fast Food Restaurant
Downsview,43.7616313,-79.52099940000002,Petro-Canada,43.757187,-79.517778,Gas Station
Downsview,43.7616313,-79.52099940000002,Petro-Canada,43.766586,-79.51987,Gas Station
Downsview,43.7616313,-79.52099940000002,Subway,43.75622810178744,-79.51833268621584,Sandwich Place
Downsview,43.7616313,-79.52099940000002,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
Downsview,43.7616313,-79.52099940000002,Dollarama,43.758177,-79.519679,Discount Store
Downsview,43.7616313,-79.52099940000002,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
Downsview,43.7616313,-79.52099940000002,Rexall,43.76659,-79.519852,Pharmacy
Downsview,43.7616313,-79.52099940000002,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
York Mills West,43.7527583,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
York Mills West,43.7527583,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
York Mills West,43.7527583,-79.4000493,Cotswold Park,43.757698350076254,-79.39829838965822,Park
York Mills West,43.7527583,-79.4000493,Avonshire Park,43.75748620357148,-79.40446632281567,Park
York Mills West,43.7527583,-79.4000493,Hwy 401 at Yonge,43.75364414481382,-79.40814971923828,Intersection
York Mills West,43.7527583,-79.4000493,Skymark Shared Tennis Court,43.756745,-79.406272,Tennis Court
"Willowdale, Willowdale West",43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
"Willowdale, Willowdale West",43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
"Willowdale, Willowdale West",43.7827364,-79.4422593,RBC Royal Bank,43.78389412052616,-79.44660281892959,Bank
"Willowdale, Willowdale West",43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
"Willowdale, Willowdale West",43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
"Willowdale, Willowdale West",43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
"Willowdale, Willowdale West",43.7827364,-79.4422593,Painters With a Brush,43.7826682,-79.44828139999998,Home Service
"Willowdale, Willowdale West",43.7827364,-79.4422593,Antibes Park,43.77887169410913,-79.44870471954346,Park
