Name,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Categories
ANG MO KIO,1.3700733,103.8495157,Old Chang Kee,1.369093882325005,103.84838865753792,Snack Place
ANG MO KIO,1.3700733,103.8495157,FairPrice Xtra,1.3692792884081397,103.84888576818767,Supermarket
ANG MO KIO,1.3700733,103.8495157,MOS Burger,1.369170234303566,103.84783132985862,Burger Joint
ANG MO KIO,1.3700733,103.8495157,NTUC FairPrice,1.3715067580283722,103.84708243348618,Supermarket
ANG MO KIO,1.3700733,103.8495157,Face Ban Mian 非板面 (Ang Mo Kio),1.3720308862082362,103.84750442817865,Noodle House
ANG MO KIO,1.3700733,103.8495157,Bishan - Ang Mo Kio Park,1.3622192498801895,103.8462495803833,Park
ANG MO KIO,1.3700733,103.8495157,Aramsa ~ The Garden Spa,1.3622918947629061,103.84760169782909,Spa
ANG MO KIO,1.3700733,103.8495157,ST31 Coffee Shop,1.3674777858660376,103.84833363275743,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,Kam Jia Zhuang Restaurant,1.3681666144843387,103.84411848687625,Asian Restaurant
ANG MO KIO,1.3700733,103.8495157,Bangkok Street Mookata,1.3656875637631025,103.85318616126993,BBQ Joint
ANG MO KIO,1.3700733,103.8495157,Phoon Huat & Co (Pte) Ltd,1.3683177603071388,103.85163895414827,Miscellaneous Shop
ANG MO KIO,1.3700733,103.8495157,Subway,1.3691362071202464,103.8476121994989,Sandwich Place
ANG MO KIO,1.3700733,103.8495157,PLAYe,1.3691085357692998,103.84822546074516,Hobby Shop
ANG MO KIO,1.3700733,103.8495157,Pine Garden's Cake,1.373054932266421,103.85584381032987,Bakery
ANG MO KIO,1.3700733,103.8495157,e品红麻辣香锅 Mala Hot Pot,1.3714982901834443,103.84780316423276,Asian Restaurant
ANG MO KIO,1.3700733,103.8495157,A&W,1.369541,103.849043,Fast Food Restaurant
ANG MO KIO,1.3700733,103.8495157,"Coffee Shop, Block 422, Ang Mo Kio Ave 3",1.3681191753269961,103.85109286908205,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,AMK 347 Food House,1.367601595486527,103.84837187141285,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,Express Teppan-Yaki,1.3691372852995798,103.84823193982062,Japanese Restaurant
ANG MO KIO,1.3700733,103.8495157,True Fitness,1.372891267012976,103.847660805816,Gym
ANG MO KIO,1.3700733,103.8495157,Malaysia Boleh!,1.3694410017744636,103.84906566043585,Food Court
ANG MO KIO,1.3700733,103.8495157,Fitness First,1.369249484168252,103.84858429733478,Gym / Fitness Center
ANG MO KIO,1.3700733,103.8495157,Pepper Lunch,1.3691073953750246,103.84779052779332,Japanese Restaurant
ANG MO KIO,1.3700733,103.8495157,Takagi Ramen,1.3692634,103.847046,Ramen Restaurant
ANG MO KIO,1.3700733,103.8495157,Starbucks,1.3692298000769514,103.84868271780437,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,Cathay Cineplexes,1.3693207810230712,103.8487183124522,Multiplex
ANG MO KIO,1.3700733,103.8495157,S-11 Ang Mo Kio 530 Food House,1.373048749151822,103.85531232732707,Food Court
ANG MO KIO,1.3700733,103.8495157,Bun Master,1.3692421789361022,103.8490310616258,Bakery
ANG MO KIO,1.3700733,103.8495157,Collin's Grille . Bento,1.3717133895413027,103.84752638869986,Modern European Restaurant
ANG MO KIO,1.3700733,103.8495157,Dog Run @ Bishan Park,1.3659666848277567,103.84402440837773,Dog Run
ANG MO KIO,1.3700733,103.8495157,AMK Hub,1.369283537211122,103.84854152074384,Shopping Mall
ANG MO KIO,1.3700733,103.8495157,Middle Rock Garden Bar,1.362180530274673,103.84720301368108,Bar
ANG MO KIO,1.3700733,103.8495157,Ang Mo Kio Swimming Complex,1.36322106811926,103.8498029490099,Pool
ANG MO KIO,1.3700733,103.8495157,Ang Mo Kio Central Market & Food Centre,1.372036962033785,103.84636606706158,Food Court
ANG MO KIO,1.3700733,103.8495157,Tian Tian Dao Hokkien Fried Noodles 天天到福建炒虾面,1.3678836097612839,103.85668315024292,Chinese Restaurant
ANG MO KIO,1.3700733,103.8495157,POSB Ang Mo Kio Central Branch,1.3709690879855922,103.847341485289,Bank
ANG MO KIO,1.3700733,103.8495157,Mr Teh Tarik,1.3721677783775261,103.84560223678665,Halal Restaurant
ANG MO KIO,1.3700733,103.8495157,Umi Sushi,1.3694055476931515,103.84930516535186,Sushi Restaurant
ANG MO KIO,1.3700733,103.8495157,Xi Xiang Feng Yong Tau Foo 喜相逢酿豆腐,1.3719750629461769,103.8464082321786,Chinese Restaurant
ANG MO KIO,1.3700733,103.8495157,Swensen's,1.3691117290772925,103.84771817813137,Dessert Shop
ANG MO KIO,1.3700733,103.8495157,Ang Mo Kio Town Garden West,1.3760388362663805,103.84452750322855,Park
ANG MO KIO,1.3700733,103.8495157,Lao Ban Soya Beancurd 老伴豆花,1.3716845960108295,103.8479733775373,Dessert Shop
ANG MO KIO,1.3700733,103.8495157,Cheng San Market & Cooked Food Centre,1.3727609166318997,103.8546384081953,Food Court
ANG MO KIO,1.3700733,103.8495157,LiHO,1.3691032014108975,103.84824143272056,Bubble Tea Shop
ANG MO KIO,1.3700733,103.8495157,Watsons,1.3693816236732865,103.84921372306107,Pharmacy
ANG MO KIO,1.3700733,103.8495157,Chong Boon Market & Food Centre,1.3680452165647952,103.85627238253323,Food Court
ANG MO KIO,1.3700733,103.8495157,Yunus N Family,1.3716603267595933,103.8463755962762,Malay Restaurant
ANG MO KIO,1.3700733,103.8495157,LiHO,1.3715925436856207,103.84786263454394,Bubble Tea Shop
ANG MO KIO,1.3700733,103.8495157,Hong Kong Dessert,1.3716722755967306,103.84805899124987,Dessert Shop
ANG MO KIO,1.3700733,103.8495157,Cheers,1.3692634112819182,103.84977668523788,Convenience Store
ANG MO KIO,1.3700733,103.8495157,S11,1.3692339154074389,103.84727954864502,Food Court
ANG MO KIO,1.3700733,103.8495157,Foodgle Hub,1.3768895452580805,103.84931340113828,Food Court
ANG MO KIO,1.3700733,103.8495157,Lim Hai Sheng Cooked Food,1.3719547064944309,103.84635632594231,Breakfast Spot
ANG MO KIO,1.3700733,103.8495157,Popeyes Louisiana Kitchen,1.371654846551403,103.84800842657619,Fried Chicken Joint
ANG MO KIO,1.3700733,103.8495157,S-11 Ang Mo Kio 450 Food House,1.3686150746149186,103.85542849974807,Food Court
ANG MO KIO,1.3700733,103.8495157,Frankie's Place Coffee Shop,1.3707040704272428,103.85681239505422,Food Court
ANG MO KIO,1.3700733,103.8495157,Fair Price @ ITE College Central,1.3759374986274513,103.85440140657876,Convenience Store
ANG MO KIO,1.3700733,103.8495157,Courts,1.3734864861781395,103.84606954566723,Electronics Store
ANG MO KIO,1.3700733,103.8495157,Teck Ghee Court Market & Food Centre,1.3639240494738625,103.84820017159423,Food Court
ANG MO KIO,1.3700733,103.8495157,Lian Wah Kopitiam,1.3707909531657152,103.84291646500273,Food Court
ANG MO KIO,1.3700733,103.8495157,Sunday F&B,1.3741807547170226,103.85485435512953,Food Court
ANG MO KIO,1.3700733,103.8495157,Yu Fa Claypot Delights,1.3681664143313963,103.85606424743403,Chinese Restaurant
ANG MO KIO,1.3700733,103.8495157,McDonald's / McCafé,1.3724615165738063,103.84497980176036,Fast Food Restaurant
ANG MO KIO,1.3700733,103.8495157,Giant Super,1.3735514724805578,103.85349893353863,Grocery Store
ANG MO KIO,1.3700733,103.8495157,Canopy Garden Dining & Bar,1.362302639275091,103.84739923214896,Bar
ANG MO KIO,1.3700733,103.8495157,South Canteen,1.378085101313606,103.8494796849789,College Cafeteria
ANG MO KIO,1.3700733,103.8495157,真一素食坊 Zhenyi Veggie Place,1.3705144131405405,103.84355582137708,Vegetarian / Vegan Restaurant
ANG MO KIO,1.3700733,103.8495157,Rahim Muslim Food,1.368261,103.856358,Halal Restaurant
ANG MO KIO,1.3700733,103.8495157,ToriYard,1.361988,103.846578,Japanese Restaurant
ANG MO KIO,1.3700733,103.8495157,McDonald's,1.3671367629405793,103.85659358864416,Fast Food Restaurant
ANG MO KIO,1.3700733,103.8495157,332 Coffee House,1.3623204456126496,103.85189667943018,Food Court
ANG MO KIO,1.3700733,103.8495157,Blk 555 Ang Mo Kio Ave 10 Coffeeshop,1.3706210918832218,103.85682603111889,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,Choice@338,1.3639243379510873,103.84828326932897,Food Court
ANG MO KIO,1.3700733,103.8495157,The Workbench.,1.3621216487749588,103.85197295711669,Café
ANG MO KIO,1.3700733,103.8495157,Blk 133 Ang Mo Kio Ave 3,1.3708699229615262,103.84291966488905,Coffee Shop
ANG MO KIO,1.3700733,103.8495157,Eatzi Gourmet Restaurant,1.3760061556519791,103.85564901173287,Restaurant
ANG MO KIO,1.3700733,103.8495157,明日素食 Vegetarian Food,1.3638514063498248,103.84821484665238,Vegetarian / Vegan Restaurant
ANG MO KIO,1.3700733,103.8495157,永记肉骨茶 Yong Ji Bak Kut Teh,1.3637377518195848,103.84798344958598,Chinese Restaurant
ANG MO KIO,1.3700733,103.8495157,Candyland Childcare Centre,1.3635880539657892,103.84787919340718,Campground
ANG MO KIO,1.3700733,103.8495157,Bus Stop 54231 (Blk 129),1.3692761128300506,103.8426309353726,Bus Stop
ANG MO KIO,1.3700733,103.8495157,Ice Cha Cafe,1.3633016697144824,103.85117645652343,Food & Drink Shop
ANG MO KIO,1.3700733,103.8495157,Bishan Park Lifestyle Garden,1.3629976201416232,103.84739222011355,Park
ANG MO KIO,1.3700733,103.8495157,Bus Stop: 54589 (Blk 555),1.3727052419298802,103.85647550733842,Bus Station
ANG MO KIO,1.3700733,103.8495157,Blk 410 AMK Food Centre,1.366412,103.856647,Grocery Store
ANG MO KIO,1.3700733,103.8495157,Fu Lee Seafood,1.3707499349855587,103.85778723349797,Chinese Restaurant
ANG MO KIO,1.3700733,103.8495157,Seletar Broadway,1.3746991336971617,103.85658689725555,Bridal Shop
ANG MO KIO,1.3700733,103.8495157,First Culinary Restaurant,1.376133783289149,103.85609559768331,Chinese Restaurant
BEDOK,1.3239765,103.930216,Bedok Chwee Kueh 勿洛水粿,1.3249029,103.93025,Chinese Restaurant
BEDOK,1.3239765,103.930216,5 Senses,1.3249932817288907,103.9325167892155,French Restaurant
BEDOK,1.3239765,103.930216,Duke Bakery,1.3246906435156693,103.93251421920868,Bakery
BEDOK,1.3239765,103.930216,Song Zhou Luo Bo Gao 松洲箩卜糕,1.3248355,103.93052,Breakfast Spot
BEDOK,1.3239765,103.930216,Ya Kun Kaya Toast 亞坤,1.324095089765238,103.92919839182038,Coffee Shop
BEDOK,1.3239765,103.930216,Greendot,1.3245056591834432,103.93016598933036,Vegetarian / Vegan Restaurant
BEDOK,1.3239765,103.930216,Na Na Curry,1.3261518,103.931175,Asian Restaurant
BEDOK,1.3239765,103.930216,FairPrice Fínest,1.3241402975426375,103.92925975811036,Supermarket
BEDOK,1.3239765,103.930216,Dian Xiao Er 店小二,1.3251178539467172,103.93011942071624,Chinese Restaurant
BEDOK,1.3239765,103.930216,Bedok Interchange Hawker Centre,1.3245557429332013,103.93033364568173,Food Court
BEDOK,1.3239765,103.930216,Percolate,1.3280465983256822,103.93523454666138,Café
BEDOK,1.3239765,103.930216,Stuff'd,1.32421000772689,103.92935771852014,Burrito Place
BEDOK,1.3239765,103.930216,McDonald's,1.3241860346287102,103.9293885170949,Fast Food Restaurant
BEDOK,1.3239765,103.930216,Boon Keng Rd Fishhead Beehoon,1.328993662082405,103.93082499075291,Chinese Restaurant
BEDOK,1.3239765,103.930216,Happy Days,1.3247992926344274,103.93240878625875,Sports Bar
BEDOK,1.3239765,103.930216,MOS Burger,1.324808,103.929638,Burger Joint
BEDOK,1.3239765,103.930216,Haidilao Hot Pot 海底捞火锅,1.3242986001170487,103.92910386284075,Hotpot Restaurant
BEDOK,1.3239765,103.930216,Nakhon Kitchen,1.3283978858625856,103.93496523373656,Thai Restaurant
BEDOK,1.3239765,103.930216,New World Mutton Soup,1.3250603703044297,103.93013830399353,Soup Place
BEDOK,1.3239765,103.930216,Wingstop,1.3244617725907446,103.93016092617682,Wings Joint
BEDOK,1.3239765,103.930216,FATCAT Ice Cream Bar,1.328218962974053,103.93093902975485,Ice Cream Shop
BEDOK,1.3239765,103.930216,Baker & Cook,1.320861174415304,103.9243451022693,Bakery
BEDOK,1.3239765,103.930216,Blk 216 Bedok North Street 1 Hawker & Food Centre,1.3269989614587994,103.93303136448313,Food Court
BEDOK,1.3239765,103.930216,Starbucks,1.32476,103.929644,Coffee Shop
BEDOK,1.3239765,103.930216,Cool Echo Bubble Tea,1.3209084897430812,103.93497062103309,Bubble Tea Shop
BEDOK,1.3239765,103.930216,Decathlon,1.323037,103.922206,Sporting Goods Shop
BEDOK,1.3239765,103.930216,NTUC FairPrice,1.3260404238570893,103.93147477485927,Supermarket
BEDOK,1.3239765,103.930216,Inspirasi Stall,1.3247112,103.930504,Malay Restaurant
BEDOK,1.3239765,103.930216,PLANK Sourdough Pizza,1.3208650814396932,103.92432130671772,Pizza Place
BEDOK,1.3239765,103.930216,Yolé,1.324410497205912,103.92955899238586,Frozen Yogurt Shop
BEDOK,1.3239765,103.930216,ABC Bargain Centre Pte Ltd,1.3265255175339232,103.93344353500605,Thrift / Vintage Store
BEDOK,1.3239765,103.930216,Starbucks,1.3245679190185344,103.93251777408432,Coffee Shop
BEDOK,1.3239765,103.930216,Arnold's Fried Chicken,1.3259099651418784,103.93369275199225,Fried Chicken Joint
BEDOK,1.3239765,103.930216,Hao Lai Ke 好莱客,1.3258477767530257,103.93013298511505,Chinese Restaurant
BEDOK,1.3239765,103.930216,Bedok Mall,1.3249843365280987,103.92936050891876,Shopping Mall
BEDOK,1.3239765,103.930216,NEW Rezki Restaurant,1.3254398440724926,103.92892508331154,Indian Restaurant
BEDOK,1.3239765,103.930216,Pepper Lunch,1.3241840559195814,103.92994751624296,Japanese Restaurant
BEDOK,1.3239765,103.930216,Saffrons Cafeteria,1.32152424230042,103.92419919502134,Indian Restaurant
BEDOK,1.3239765,103.930216,Common Grill by Collin’s,1.3266172430146344,103.93358463417769,Japanese Restaurant
BEDOK,1.3239765,103.930216,UNIQLO,1.324106177835493,103.92918636324762,Clothing Store
BEDOK,1.3239765,103.930216,Swensen's,1.3252364293473013,103.93009122821563,American Restaurant
BEDOK,1.3239765,103.930216,Nangfa Thai Kitchen,1.3284636289781588,103.93493632372046,Thai Restaurant
BEDOK,1.3239765,103.930216,Blackball Singapore,1.3242779122671762,103.93003934871594,Dessert Shop
BEDOK,1.3239765,103.930216,Subway,1.3249526793032655,103.93019538963439,Sandwich Place
BEDOK,1.3239765,103.930216,Hill Street Fried Kway Teow,1.3203724821171068,103.93519069534874,Chinese Restaurant
BEDOK,1.3239765,103.930216,KFC,1.3245167489061531,103.93158010523048,Fast Food Restaurant
BEDOK,1.3239765,103.930216,Harvey Norman Factory Outlet,1.32307001076516,103.92179585546533,Furniture / Home Store
BEDOK,1.3239765,103.930216,Maki-San,1.324524587892258,103.93016763603228,Sushi Restaurant
BEDOK,1.3239765,103.930216,Saizeriya Ristorante E Caffe,1.3247248452229818,103.93252600398174,Italian Restaurant
BEDOK,1.3239765,103.930216,Lin Lin Vegetarian Delights,1.328794825559466,103.93091680587638,Vegetarian / Vegan Restaurant
BEDOK,1.3239765,103.930216,Le Nu,1.324732,103.929828,Noodle House
BEDOK,1.3239765,103.930216,Junshin Express,1.324755679803729,103.92979840532071,Sushi Restaurant
BEDOK,1.3239765,103.930216,Popular Bookstore,1.3250000788567375,103.93011451106963,Bookstore
BEDOK,1.3239765,103.930216,Chris Kway Chap,1.327171737022058,103.93308497748515,Asian Restaurant
BEDOK,1.3239765,103.930216,Yoshinoya,1.3244703611299193,103.9301712317282,Japanese Restaurant
BEDOK,1.3239765,103.930216,A-One Claypot House,1.3246128662820131,103.9299456946424,Chinese Restaurant
BEDOK,1.3239765,103.930216,Bedok South Niu Ji Prawn Noodles,1.320291708380612,103.93519269644624,Noodle House
BEDOK,1.3239765,103.930216,Ice Cube Cafe @ Bedok Library,1.3263723074285216,103.93175849921991,Café
BEDOK,1.3239765,103.930216,Hot Tomato,1.3244610647766106,103.93016209693805,Café
BEDOK,1.3239765,103.930216,KOI Café,1.3249258527605083,103.93018489851502,Bubble Tea Shop
BEDOK,1.3239765,103.930216,百年 Bai Nian Yong Tau Foo,1.323238,103.922649,Asian Restaurant
BEDOK,1.3239765,103.930216,Pasar 16 @ Bedok (Bedok South Market & Food Centre) 栢夏坊,1.3203876687684495,103.93516004277562,Food Court
BEDOK,1.3239765,103.930216,Cash Studio Family Karaoke Box,1.3258570341151086,103.92975293843652,Karaoke Bar
BEDOK,1.3239765,103.930216,Kopitiam,1.3262694503158723,103.93136848952506,Food Court
BEDOK,1.3239765,103.930216,Subway,1.3247511637190041,103.93242421132187,Sandwich Place
BEDOK,1.3239765,103.930216,Bedok Central,1.325651443506163,103.93133928603625,Plaza
BEDOK,1.3239765,103.930216,Canton Paradise 樂天小香港,1.324479065729315,103.93017879373528,Hong Kong Restaurant
BEDOK,1.3239765,103.930216,Subway,1.3268551,103.93305,Sandwich Place
BEDOK,1.3239765,103.930216,Sri Bistari Bedok North Famous Ayam Penyet,1.3279979696963184,103.92996860330467,Indonesian Restaurant
BEDOK,1.3239765,103.930216,Garang Grill by New Ubin Seafood,1.3212913762326872,103.9242081780176,Gastropub
BEDOK,1.3239765,103.930216,Global Halal Hub | The Halal Supermarket,1.3236403007689728,103.92164886860898,Supermarket
BEDOK,1.3239765,103.930216,Jing Long Seafood Restaurant,1.329929382931661,103.93077364119227,Chinese Restaurant
BEDOK,1.3239765,103.930216,Katong Sin Chew Cake Shop,1.3285097165357524,103.92960076093158,Bakery
BEDOK,1.3239765,103.930216,Bedok 539 New Century Food House,1.331113708840601,103.92562463401259,Coffee Shop
BEDOK,1.3239765,103.930216,Heartbeat @ Bedok ActiveSG Swimming Complex,1.327043,103.93222,Pool
BEDOK,1.3239765,103.930216,Burger King,1.3226186512626439,103.92242900950696,Fast Food Restaurant
BEDOK,1.3239765,103.930216,Mr Teh Tarik Eating House,1.326868817958625,103.93021241700814,Coffee Shop
BEDOK,1.3239765,103.930216,Prime Supermarket,1.3230557809344463,103.92391829138194,Supermarket
BEDOK,1.3239765,103.930216,Blk 416 Lucky Five Coffee Shop,1.3290074308592403,103.93078835140871,Coffee Shop
BEDOK,1.3239765,103.930216,Jin Piao Coffeeshop,1.3295256752145876,103.93704833673986,Coffee Shop
BEDOK,1.3239765,103.930216,Bedok 418 Coffee Shop,1.3291052749867214,103.92961653630093,Coffee Shop
BEDOK,1.3239765,103.930216,Buddy Hoagies Cafe,1.3263722592245077,103.93141100298952,Restaurant
BEDOK,1.3239765,103.930216,Eighteen Chefs,1.3261528,103.929695,Asian Restaurant
BEDOK,1.3239765,103.930216,Domino's Pizza,1.3276911865704664,103.93493654902896,Pizza Place
BEDOK,1.3239765,103.930216,333 Coffee Shop,1.327783618597987,103.93490902342911,Coffee Shop
BEDOK,1.3239765,103.930216,Chai Chee 29 Food House,1.32417934556663,103.92381744805154,Food Court
BEDOK,1.3239765,103.930216,Viva Business Park,1.3233596401512726,103.92206581618031,Shopping Mall
BEDOK,1.3239765,103.930216,金福海鲜菜馆 @ Chai Chee Ave,1.324798,103.925924,Coffee Shop
BEDOK,1.3239765,103.930216,Mukmin Restaurant,1.3276282860795237,103.93820643424988,Coffee Shop
BEDOK,1.3239765,103.930216,Royz et Vous,1.3232623479596033,103.92288151512432,French Restaurant
BEDOK,1.3239765,103.930216,BLACK&INK,1.3216011388736255,103.92400196531324,Café
BEDOK,1.3239765,103.930216,Food Hub @ Chai Chee 福阁食厅,1.323398058984963,103.92309188418734,Food Court
BEDOK,1.3239765,103.930216,Bedok ClubFITT Gym,1.3259778031019827,103.93796753601879,Gym
BEDOK,1.3239765,103.930216,Bus Stop 84159 (opp Casafina/Temasek JC),1.316594545599241,103.93308979280607,Bus Stop
BEDOK,1.3239765,103.930216,Bus Stop 84151 (Casafina),1.3165129714789108,103.93311811834158,Bus Stop
BEDOK,1.3239765,103.930216,Bedok Sports And Fitness Centre,1.3258738378581754,103.93803889084428,Yoga Studio
BEDOK,1.3239765,103.930216,九味坊煮抄,1.3308688832279967,103.92574234604028,Chinese Restaurant
BEDOK,1.3239765,103.930216,Club Fitt Gym @ Bedok,1.3256711023302858,103.93863037858452,Gym
BEDOK,1.3239765,103.930216,7-Eleven @Blk 123 Bedok North St 2,1.329044684825496,103.93715173416777,Convenience Store
BEDOK,1.3239765,103.930216,Bus Stop outside Lions Home (Bedok South),1.320334,103.938116,Bus Station
BISHAN,1.3509859,103.84825507492937,Tori-Q,1.3505487497061666,103.84865852730566,Japanese Restaurant
BISHAN,1.3509859,103.84825507492937,Dian Xiao Er 店小二,1.3504260501179033,103.84898828266633,Chinese Restaurant
BISHAN,1.3509859,103.84825507492937,Starbucks,1.3498487851422194,103.85041472922425,Coffee Shop
BISHAN,1.3509859,103.84825507492937,Gymm Boxx XL,1.3499089544875253,103.85068897477275,Gym
BISHAN,1.3509859,103.84825507492937,Bishan Cafeteria (Eating House),1.350578802648245,103.84933602652579,Food Court
BISHAN,1.3509859,103.84825507492937,食香阁 Shi Xiang Ge La Mian . Shaved Noodle,1.3507084,103.84944,Shaanxi Restaurant
BISHAN,1.3509859,103.84825507492937,Din Tai Fung 鼎泰豐,1.3510056265907395,103.84824734059806,Dumpling Restaurant
BISHAN,1.3509859,103.84825507492937,Pet Lovers Centre,1.3508724936755054,103.84822447132314,Pet Store
BISHAN,1.3509859,103.84825507492937,Ya Kun Kaya Toast 亞坤,1.350515178947594,103.84867147800176,Coffee Shop
BISHAN,1.3509859,103.84825507492937,Bishan Sports Hall,1.3568645763414728,103.84908857938773,Stadium
BISHAN,1.3509859,103.84825507492937,Gourmet Express,1.3508382324089925,103.85055809010241,Coffee Shop
BISHAN,1.3509859,103.84825507492937,Yu Kee Duck Rice,1.3491578677323,103.85003845695049,Asian Restaurant
BISHAN,1.3509859,103.84825507492937,Marble Slab Creamery,1.350687950983963,103.84861531161265,Ice Cream Shop
BISHAN,1.3509859,103.84825507492937,Popular Bookstore,1.3506766471432232,103.84871800849157,Bookstore
BISHAN,1.3509859,103.84825507492937,Jai Thai,1.3500592438630254,103.84300219122396,Thai Restaurant
BISHAN,1.3509859,103.84825507492937,FairPrice Fínest,1.3505360635452464,103.84895536896897,Supermarket
BISHAN,1.3509859,103.84825507492937,Yalong Bay 亚龙湾地道小厨 (Yalong Bay),1.343159,103.851373,Chinese Restaurant
BISHAN,1.3509859,103.84825507492937,Char-Grill Bar,1.357502504433196,103.84419286131903,BBQ Joint
BISHAN,1.3509859,103.84825507492937,Junction 8 Shopping Centre,1.3505340843503164,103.84873196644824,Shopping Mall
BISHAN,1.3509859,103.84825507492937,Hai Fong Restaurant,1.3424687028995645,103.84876803306754,Asian Restaurant
BISHAN,1.3509859,103.84825507492937,Best Denki,1.350533598543982,103.84896379616221,Electronics Store
BISHAN,1.3509859,103.84825507492937,Gourmet Food Court,1.3506605721800724,103.85066848857485,Food Court
BISHAN,1.3509859,103.84825507492937,Bishan Swimming Complex,1.354225078025654,103.85044843987507,Pool
BISHAN,1.3509859,103.84825507492937,Mata Thai Restaurant,1.348730516069814,103.84923298589007,Thai Restaurant
BISHAN,1.3509859,103.84825507492937,MonsterCrab,1.3433032391409985,103.8466732044658,Seafood Restaurant
BISHAN,1.3509859,103.84825507492937,The Bodyshop @ Junction8,1.3545469601379936,103.84889893277766,Cosmetics Shop
BISHAN,1.3509859,103.84825507492937,Tuk Tuk Cha,1.3504112330777114,103.84835197040508,Bubble Tea Shop
BISHAN,1.3509859,103.84825507492937,Hong Sheng Restaurant,1.3424452140031369,103.84878142426453,Chinese Restaurant
BISHAN,1.3509859,103.84825507492937,Bishan Active Park,1.3548245096703175,103.84768419495201,Park
BISHAN,1.3509859,103.84825507492937,Häagen-Dazs,1.3507830377275607,103.8486333426027,Ice Cream Shop
BISHAN,1.3509859,103.84825507492937,Nu Sing Eating House,1.3486588867859204,103.84961359502988,Asian Restaurant
BISHAN,1.3509859,103.84825507492937,Watsons,1.3508100621832067,103.84854218987049,Pharmacy
BISHAN,1.3509859,103.84825507492937,Ming Ji Chicken Rice 明记鸡饭 (白沙浮),1.3492342149868897,103.85006381015432,Chinese Restaurant
BISHAN,1.3509859,103.84825507492937,Common Grill by Collin's,1.3424731406709427,103.84950763637673,Japanese Restaurant
BISHAN,1.3509859,103.84825507492937,NTUC FairPrice,1.3487984528275438,103.84961288791641,Supermarket
BISHAN,1.3509859,103.84825507492937,Don Signature Crab,1.3430830234334046,103.84679207761035,Seafood Restaurant
BISHAN,1.3509859,103.84825507492937,Kim San Leng Food Centre,1.3492216,103.8499661,Food Court
BISHAN,1.3509859,103.84825507492937,4 Fingers,1.350201694731851,103.84827597615238,Fried Chicken Joint
BISHAN,1.3509859,103.84825507492937,Osaka Ohsho,1.3504739470414073,103.84825771665743,Japanese Restaurant
BISHAN,1.3509859,103.84825507492937,Club July @ Toa Payoh 1008A,1.3432057604795242,103.84661343660801,Gastropub
BISHAN,1.3509859,103.84825507492937,KOI Café,1.3498944474710421,103.84945342171387,Bubble Tea Shop
BISHAN,1.3509859,103.84825507492937,The Coffee Bean & Tea Leaf,1.3504236,103.84828,Café
BISHAN,1.3509859,103.84825507492937,NTUC FairPrice,1.3571740202739844,103.84389843205567,Grocery Store
BISHAN,1.3509859,103.84825507492937,BHG,1.350580696706161,103.84901298245322,Department Store
BISHAN,1.3509859,103.84825507492937,Golden Village,1.350403147844782,103.84864284552066,Multiplex
BISHAN,1.3509859,103.84825507492937,Bishan Stadium,1.3568554353761297,103.84914372337403,Stadium
BISHAN,1.3509859,103.84825507492937,#1 Salon (Hair & Beauty),1.349191753189357,103.84947343006579,Cosmetics Shop
BISHAN,1.3509859,103.84825507492937,Pastamania,1.350775649879425,103.84826342401027,Italian Restaurant
BISHAN,1.3509859,103.84825507492937,福满 Coffeeshop,1.3470504693130543,103.84967040325719,Coffee Shop
BISHAN,1.3509859,103.84825507492937,ToooN Seafood Kitchen,1.345670523607998,103.85542074884516,Seafood Restaurant
BISHAN,1.3509859,103.84825507492937,GM Food Center,1.3506053733895957,103.84921406824027,Food Court
BISHAN,1.3509859,103.84825507492937,S-11 Food Court,1.3495252867681156,103.84852172977449,Food Court
BISHAN,1.3509859,103.84825507492937,LiHO,1.3503870236753397,103.84824660610619,Bubble Tea Shop
BISHAN,1.3509859,103.84825507492937,Kimly Seafood 金味海鲜,1.3508512657968845,103.85055329207047,Seafood Restaurant
BISHAN,1.3509859,103.84825507492937,Toast Box 土司工坊,1.3507161530085723,103.84822866757342,Café
BISHAN,1.3509859,103.84825507492937,Hup Chong Hakka Yong Dou Foo 合衆客家酿豆腐 (1st Branch),1.3426634881454818,103.84699591180554,Hakka Restaurant
BISHAN,1.3509859,103.84825507492937,Aroy Mookata,1.3434162324803172,103.84673548126115,Thai Restaurant
BISHAN,1.3509859,103.84825507492937,Follia Italian Restaurant,1.3501261472702026,103.84285736083984,Italian Restaurant
BISHAN,1.3509859,103.84825507492937,Shamrock Cafe,1.350014,103.842814,Café
BISHAN,1.3509859,103.84825507492937,KPT,1.3587621392439426,103.84419220164625,Food Court
BISHAN,1.3509859,103.84825507492937,Al-Haji Noordhin Restaurant,1.345529320612036,103.85505492691385,Coffee Shop
BISHAN,1.3509859,103.84825507492937,Gym @ Rafflesia,1.348022864684236,103.84294231036729,Gym
BISHAN,1.3509859,103.84825507492937,Kimly Coffeeshop,1.3574377432615858,103.84419212473301,Food Court
BISHAN,1.3509859,103.84825507492937,Bus Stop 53409 (Blk 131),1.3451640431214484,103.85108360444669,Bus Station
